month,division,line,period,num_passengers,additional platform time,additional train time,customer journey time performance
2021-02,B DIVISION,W,offpeak,361797.3,1.94,0.1,0.85
2021-02,B DIVISION,W,peak,408805,1.78,-0.09,0.879
2021-01,A DIVISION,1,offpeak,1763535.3,0.85,0.15,0.883
2021-01,A DIVISION,1,peak,1578163,0.82,-0.06,0.933
2021-01,A DIVISION,2,offpeak,1483513.3,1.37,-0.19,0.846
2021-01,A DIVISION,2,peak,1365350,1.17,-0.58,0.895
2021-01,A DIVISION,3,offpeak,960231.4,1.11,-0.3,0.882
2021-01,A DIVISION,3,peak,926945.4,1.08,-0.47,0.904
2021-01,A DIVISION,4,offpeak,1944732.2,1.25,-0.34,0.863
2021-01,A DIVISION,4,peak,1745968.1,1.06,-0.65,0.891
2021-01,A DIVISION,5,offpeak,1292126.5,1.41,-0.18,0.865
2021-01,A DIVISION,5,peak,1244096.2,1.14,-0.85,0.889
2021-01,A DIVISION,6,offpeak,2312949.9,0.95,0.22,0.898
2021-01,A DIVISION,6,peak,2228554,0.93,0.14,0.917
2021-01,A DIVISION,7,offpeak,2057206,1.21,0.53,0.868
2021-01,A DIVISION,7,peak,2067074,1.5,0.59,0.881
2021-01,B DIVISION,A,offpeak,1865067.1,1.19,0.29,0.829
2021-01,B DIVISION,A,peak,1832438,1,-0.14,0.87
2021-01,B DIVISION,B,offpeak,907838.1,1.26,0.42,0.831
2021-01,B DIVISION,B,peak,1253037.7,1.6,0.38,0.802
2021-01,B DIVISION,C,offpeak,869180.5,0.7,0.19,0.892
2021-01,B DIVISION,C,peak,648560,0.66,-0.03,0.891
2021-01,B DIVISION,D,offpeak,1642477.5,1.43,0.34,0.806
2021-01,B DIVISION,D,peak,1373354.6,1.33,0.25,0.827
2021-01,B DIVISION,E,offpeak,1657673.7,1.1,0.56,0.824
2021-01,B DIVISION,E,peak,1514603.1,1.1,-0.04,0.88
2021-01,B DIVISION,F,offpeak,1808938.7,0.91,-0.03,0.84
2021-01,B DIVISION,F,peak,1767740.7,0.46,-0.63,0.867
2021-01,B DIVISION,G,offpeak,635256.6,0.89,0.74,0.878
2021-01,B DIVISION,G,peak,651424.6,0.78,0.36,0.853
2021-01,B DIVISION,JZ,offpeak,763765,1.01,0.36,0.851
2021-01,B DIVISION,JZ,peak,755210.5,0.96,0.33,0.854
2021-01,B DIVISION,L,offpeak,1248260,0.74,-0.02,0.94
2021-01,B DIVISION,L,peak,1152980,0.67,-0.21,0.961
2021-01,B DIVISION,M,offpeak,1010161.8,1.85,0.21,0.793
2021-01,B DIVISION,M,peak,1010535.3,1.66,0.06,0.819
2021-01,B DIVISION,N,offpeak,1108203.2,1.23,0.49,0.819
2021-01,B DIVISION,N,peak,1219344,1.18,0.41,0.835
2021-01,B DIVISION,Q,offpeak,1489269,1.13,0.1,0.827
2021-01,B DIVISION,Q,peak,1447386.2,1.2,0.27,0.829
2021-01,B DIVISION,R,offpeak,1644751.3,1.65,-0.14,0.792
2021-01,B DIVISION,R,peak,1580206.2,1.43,-0.15,0.841
2021-01,B DIVISION,S Fkln,offpeak,106100,0.35,0.04,0.978
2021-01,B DIVISION,S Fkln,peak,94612,0.38,0.06,0.975
2021-01,B DIVISION,S Rock,offpeak,6820,0.39,-0.2,0.936
2021-01,B DIVISION,S Rock,peak,7390,0.2,-0.72,0.938
2021-01,B DIVISION,W,offpeak,441430.2,1.3,0.32,0.86
2021-01,B DIVISION,W,peak,457604.7,0.87,-0.02,0.902
2020-12,A DIVISION,1,offpeak,1966526.1,0.99,0.19,0.869
2020-12,A DIVISION,1,peak,1749770.1,0.9,0,0.925
2020-12,A DIVISION,2,offpeak,1667841.9,1.64,-0.3,0.845
2020-12,A DIVISION,2,peak,1550492.7,1.21,-0.48,0.886
2020-12,A DIVISION,3,offpeak,1066129.4,1.37,-0.31,0.877
2020-12,A DIVISION,3,peak,1067720,1.21,-0.57,0.899
2020-12,A DIVISION,4,offpeak,2131978.4,1.34,-0.18,0.85
2020-12,A DIVISION,4,peak,1954235.7,1.13,-0.67,0.891
2020-12,A DIVISION,5,offpeak,1472027.1,1.38,-0.27,0.861
2020-12,A DIVISION,5,peak,1436325,1.1,-0.87,0.896
2020-12,A DIVISION,6,offpeak,2590370.8,1.23,0.21,0.878
2020-12,A DIVISION,6,peak,2559176.6,1.17,0.2,0.893
2020-12,A DIVISION,7,offpeak,2250344.2,1.08,0.37,0.865
2020-12,A DIVISION,7,peak,2304199.6,1.45,0.51,0.887
2020-12,A DIVISION,S 42nd,offpeak,208619.4,0.6,0.18,0.934
2020-12,A DIVISION,S 42nd,peak,199832.6,0.54,0.12,0.99
2020-12,B DIVISION,A,offpeak,2036398.8,1.29,0.69,0.798
2020-12,B DIVISION,A,peak,2057295.9,1.21,0.23,0.84
2020-12,B DIVISION,B,offpeak,982915.8,1.44,0.39,0.808
2020-12,B DIVISION,B,peak,1394426.9,1.76,0.35,0.78
2020-12,B DIVISION,C,offpeak,963905.6,0.85,0.38,0.861
2020-12,B DIVISION,C,peak,758580.3,0.74,0.09,0.877
2020-12,B DIVISION,D,offpeak,1815334.9,1.53,0.54,0.788
2020-12,B DIVISION,D,peak,1526994.1,1.44,0.5,0.802
2020-12,B DIVISION,E,offpeak,1539161.5,1.03,0.17,0.856
2020-12,B DIVISION,E,peak,1501324.4,0.9,-0.81,0.931
2020-12,B DIVISION,F,offpeak,2008596.8,0.96,-0.22,0.846
2020-12,B DIVISION,F,peak,1978269.9,0.51,-0.85,0.877
2020-12,B DIVISION,G,offpeak,707984.3,1.06,0.81,0.856
2020-12,B DIVISION,G,peak,739245.4,0.88,0.35,0.848
2020-12,B DIVISION,JZ,offpeak,824981.6,1.35,0.45,0.821
2020-12,B DIVISION,JZ,peak,818089.4,1.16,0.49,0.822
2020-12,B DIVISION,L,offpeak,1391698,0.81,0.15,0.917
2020-12,B DIVISION,L,peak,1305194,0.63,-0.21,0.963
2020-12,B DIVISION,M,offpeak,910136.5,1.48,-0.02,0.818
2020-12,B DIVISION,M,peak,926631.8,1.34,-0.25,0.848
2020-12,B DIVISION,N,offpeak,1223988.8,1.3,0.62,0.797
2020-12,B DIVISION,N,peak,1355100.4,1.44,0.67,0.802
2020-12,B DIVISION,Q,offpeak,1631847,1.39,0.15,0.801
2020-12,B DIVISION,Q,peak,1646754.8,1.51,0.35,0.8
2020-12,B DIVISION,R,offpeak,1819031,1.67,-0.16,0.79
2020-12,B DIVISION,R,peak,1796980.9,1.43,-0.26,0.842
2020-12,B DIVISION,S Fkln,offpeak,115460.4,0.46,0.03,0.964
2020-12,B DIVISION,S Fkln,peak,104057.8,0.41,0.03,0.971
2020-12,B DIVISION,S Rock,offpeak,13016.6,1.16,-0.06,0.879
2020-12,B DIVISION,S Rock,peak,9659.7,0.58,0.37,0.914
2020-12,B DIVISION,W,offpeak,474260.2,1.14,0.25,0.863
2020-12,B DIVISION,W,peak,519777.2,1.04,-0.07,0.896
2020-11,A DIVISION,1,offpeak,1916812,1.01,0.19,0.88
2020-11,A DIVISION,1,peak,1713309.2,0.97,0.14,0.925
2020-11,A DIVISION,2,offpeak,1570830.7,1.49,-0.43,0.855
2020-11,A DIVISION,2,peak,1445482.5,1.11,-0.44,0.892
2020-11,A DIVISION,3,offpeak,1000839.5,1.19,-0.33,0.886
2020-11,A DIVISION,3,peak,985405.3,1.11,-0.49,0.904
2020-11,A DIVISION,4,offpeak,2013970.4,1.15,-0.37,0.869
2020-11,A DIVISION,4,peak,1803705.1,1.03,-0.58,0.893
2020-11,A DIVISION,5,offpeak,1385810,1.31,-0.32,0.872
2020-11,A DIVISION,5,peak,1319369.7,1.14,-0.74,0.884
2020-11,A DIVISION,6,offpeak,2362598.3,0.93,0.11,0.899
2020-11,A DIVISION,6,peak,2322867.3,1.14,0.32,0.89
2020-11,A DIVISION,7,offpeak,2095938,0.94,0.16,0.89
2020-11,A DIVISION,7,peak,2109574,0.85,0.04,0.924
2020-11,A DIVISION,S 42nd,offpeak,191540,0.51,0.19,0.956
2020-11,A DIVISION,S 42nd,peak,196768,0.34,0.12,0.997
2020-11,B DIVISION,A,offpeak,1948502.5,1.08,0.32,0.828
2020-11,B DIVISION,A,peak,1911199.3,1.05,-0.11,0.868
2020-11,B DIVISION,B,offpeak,939263.5,1.44,0.02,0.825
2020-11,B DIVISION,B,peak,1279957.6,1.54,-0.08,0.808
2020-11,B DIVISION,C,offpeak,889600.1,0.69,0.17,0.892
2020-11,B DIVISION,C,peak,706632.5,0.64,-0.02,0.894
2020-11,B DIVISION,D,offpeak,1682257.8,1.57,0.55,0.784
2020-11,B DIVISION,D,peak,1394345.1,1.31,0.29,0.817
2020-11,B DIVISION,E,offpeak,1525761.8,0.5,0.11,0.878
2020-11,B DIVISION,E,peak,1486281,0.38,-0.74,0.922
2020-11,B DIVISION,F,offpeak,1978881.5,0.97,-0.16,0.848
2020-11,B DIVISION,F,peak,1921638.8,0.77,-0.67,0.865
2020-11,B DIVISION,G,offpeak,648955.2,0.98,0.71,0.869
2020-11,B DIVISION,G,peak,680748.7,1.01,0.29,0.832
2020-11,B DIVISION,JZ,offpeak,769580.2,0.93,0.27,0.87
2020-11,B DIVISION,JZ,peak,766048.4,0.98,0.34,0.861
2020-11,B DIVISION,L,offpeak,1325139,1.45,0.13,0.919
2020-11,B DIVISION,L,peak,1229446,0.68,-0.23,0.961
2020-11,B DIVISION,M,offpeak,1010129.5,1.57,-0.12,0.815
2020-11,B DIVISION,M,peak,1017678.4,1.41,-0.33,0.844
2020-11,B DIVISION,N,offpeak,1131516.2,1.45,0.64,0.785
2020-11,B DIVISION,N,peak,1252791.2,1.56,0.61,0.794
2020-11,B DIVISION,Q,offpeak,1550761.9,1.36,-0.29,0.817
2020-11,B DIVISION,Q,peak,1504315,1.4,0.01,0.821
2020-11,B DIVISION,R,offpeak,1614500.3,1.8,-0.07,0.786
2020-11,B DIVISION,R,peak,1591194.2,1.6,-0.18,0.832
2020-11,B DIVISION,S Fkln,offpeak,109756,0.56,0.07,0.955
2020-11,B DIVISION,S Fkln,peak,92670,0.45,0.05,0.966
2020-11,B DIVISION,S Rock,offpeak,14784,0.4,-0.3,0.944
2020-11,B DIVISION,S Rock,peak,10514.8,0.56,-0.2,0.931
2020-11,B DIVISION,W,offpeak,456794.7,1.29,0.38,0.846
2020-11,B DIVISION,W,peak,482877.7,1.19,0.03,0.883
2020-10,A DIVISION,1,offpeak,1979453.6,0.94,0.17,0.878
2020-10,A DIVISION,1,peak,1765471.1,0.88,0.06,0.924
2020-10,A DIVISION,2,offpeak,1664153.7,1.27,-0.2,0.848
2020-10,A DIVISION,2,peak,1502267.8,1.21,-0.58,0.892
2020-10,A DIVISION,3,offpeak,1024897.3,1.03,-0.41,0.898
2020-10,A DIVISION,3,peak,1013132.9,1.06,-0.59,0.904
2020-10,A DIVISION,4,offpeak,2130074.2,1.22,-0.43,0.867
2020-10,A DIVISION,4,peak,1896967.1,0.99,-0.91,0.909
2020-10,A DIVISION,5,offpeak,1437551,1.33,-0.2,0.86
2020-10,A DIVISION,5,peak,1367331.6,1.11,-0.87,0.895
2020-10,A DIVISION,6,offpeak,2468335,0.99,0.12,0.899
2020-10,A DIVISION,6,peak,2394920.9,0.93,0.1,0.911
2020-10,A DIVISION,7,offpeak,2189807.2,0.89,0.04,0.897
2020-10,A DIVISION,7,peak,2188702.3,0.85,-0.11,0.935
2020-10,A DIVISION,S 42nd,offpeak,192000.6,0.67,0.13,0.946
2020-10,A DIVISION,S 42nd,peak,193538.4,0.35,0.08,0.999
2020-10,B DIVISION,A,offpeak,2065348.6,1.27,0.59,0.805
2020-10,B DIVISION,A,peak,2019303.7,1.12,0.08,0.852
2020-10,B DIVISION,B,offpeak,1014094.9,1.32,0.09,0.821
2020-10,B DIVISION,B,peak,1375909.8,1.69,0.15,0.798
2020-10,B DIVISION,C,offpeak,961226.3,0.8,0.3,0.879
2020-10,B DIVISION,C,peak,727328.7,0.69,0.12,0.881
2020-10,B DIVISION,D,offpeak,1802342.3,1.62,0.61,0.781
2020-10,B DIVISION,D,peak,1473125.3,1.45,0.53,0.807
2020-10,B DIVISION,E,offpeak,1670077,0.82,0.37,0.861
2020-10,B DIVISION,E,peak,1502721.9,0.66,-0.65,0.92
2020-10,B DIVISION,F,offpeak,2000174.9,0.93,0.16,0.836
2020-10,B DIVISION,F,peak,1975519.9,0.57,-0.66,0.881
2020-10,B DIVISION,G,offpeak,680001.4,1.08,0.74,0.848
2020-10,B DIVISION,G,peak,688388.3,0.96,0.34,0.832
2020-10,B DIVISION,JZ,offpeak,844396.2,1.07,0.35,0.841
2020-10,B DIVISION,JZ,peak,818279,1.08,0.41,0.845
2020-10,B DIVISION,L,offpeak,1393576.8,0.77,0.02,0.935
2020-10,B DIVISION,L,peak,1267171.4,0.63,-0.14,0.961
2020-10,B DIVISION,M,offpeak,1085767.4,1.48,-0.06,0.814
2020-10,B DIVISION,M,peak,1081819.5,1.65,-0.14,0.835
2020-10,B DIVISION,N,offpeak,1173046.6,1.25,0.47,0.817
2020-10,B DIVISION,N,peak,1278179,1.27,0.41,0.832
2020-10,B DIVISION,Q,offpeak,1663829.3,1.24,-0.21,0.825
2020-10,B DIVISION,Q,peak,1623318.2,1.21,-0.14,0.844
2020-10,B DIVISION,R,offpeak,1780978.7,1.61,-0.21,0.795
2020-10,B DIVISION,R,peak,1699350.5,1.39,-0.21,0.845
2020-10,B DIVISION,S Fkln,offpeak,117469,0.36,0.04,0.978
2020-10,B DIVISION,S Fkln,peak,99809.6,0.33,0.01,0.981
2020-10,B DIVISION,S Rock,offpeak,25014,0.68,-0.45,0.924
2020-10,B DIVISION,S Rock,peak,16715.6,0.15,-0.8,0.955
2020-10,B DIVISION,W,offpeak,465719.6,1.1,-0.04,0.883
2020-10,B DIVISION,W,peak,499295.9,0.92,-0.24,0.908
2020-09,A DIVISION,1,offpeak,1394936.7,0.89,0.14,0.881
2020-09,A DIVISION,1,peak,1203083.4,0.85,0.04,0.926
2020-09,A DIVISION,2,offpeak,1198201.9,1.38,0.08,0.828
2020-09,A DIVISION,2,peak,1050805.8,1.08,-0.66,0.898
2020-09,A DIVISION,3,offpeak,782847.1,1.2,-0.27,0.877
2020-09,A DIVISION,3,peak,718743.5,1.1,-0.61,0.906
2020-09,A DIVISION,4,offpeak,1558057.9,1.3,-0.49,0.868
2020-09,A DIVISION,4,peak,1359272.8,1.07,-1.2,0.911
2020-09,A DIVISION,5,offpeak,1040344.7,1.33,-0.05,0.847
2020-09,A DIVISION,5,peak,984103.3,1.05,-0.99,0.895
2020-09,A DIVISION,6,offpeak,1758437.7,1.09,0.14,0.885
2020-09,A DIVISION,6,peak,1708622.2,0.98,-0.02,0.911
2020-09,A DIVISION,7,offpeak,1631258.2,1.11,0.04,0.896
2020-09,A DIVISION,7,peak,1603406.7,1.04,-0.1,0.917
2020-09,A DIVISION,S 42nd,offpeak,130370.1,0.56,0.12,0.958
2020-09,A DIVISION,S 42nd,peak,127969.8,0.35,0.07,0.996
2020-09,B DIVISION,A,offpeak,1563166.6,1.26,0.5,0.808
2020-09,B DIVISION,A,peak,1461252.7,1.08,-0.16,0.865
2020-09,B DIVISION,B,offpeak,771809.6,1.44,0.66,0.809
2020-09,B DIVISION,B,peak,974418.8,1.53,0.31,0.804
2020-09,B DIVISION,C,offpeak,675090.2,0.82,0.28,0.88
2020-09,B DIVISION,C,peak,497915,0.72,0.03,0.889
2020-09,B DIVISION,D,offpeak,1362771.9,1.57,0.59,0.785
2020-09,B DIVISION,D,peak,1103933.3,1.16,0.11,0.838
2020-09,B DIVISION,E,offpeak,1309049.5,1.05,0.12,0.855
2020-09,B DIVISION,E,peak,1129315,0.8,-0.92,0.936
2020-09,B DIVISION,F,offpeak,1421691.2,0.99,-0.05,0.831
2020-09,B DIVISION,F,peak,1329527.8,0.54,-0.94,0.88
2020-09,B DIVISION,G,offpeak,490602.4,1.08,0.75,0.843
2020-09,B DIVISION,G,peak,482185.6,0.95,0.26,0.834
2020-09,B DIVISION,JZ,offpeak,627230.5,1.09,0.25,0.834
2020-09,B DIVISION,JZ,peak,585064.2,1.17,0.32,0.829
2020-09,B DIVISION,L,offpeak,1006960.5,0.96,0.24,0.911
2020-09,B DIVISION,L,peak,893592,0.63,-0.18,0.963
2020-09,B DIVISION,M,offpeak,805616.9,1.57,-0.08,0.805
2020-09,B DIVISION,M,peak,775206.2,1.43,-0.34,0.84
2020-09,B DIVISION,N,offpeak,894175.3,1.25,0.5,0.816
2020-09,B DIVISION,N,peak,940807.7,1.34,0.47,0.818
2020-09,B DIVISION,Q,offpeak,1228795,1.22,0.22,0.822
2020-09,B DIVISION,Q,peak,1142658.1,1.26,0.3,0.821
2020-09,B DIVISION,R,offpeak,1306200.4,1.58,-0.17,0.794
2020-09,B DIVISION,R,peak,1225779.1,1.45,-0.27,0.845
2020-09,B DIVISION,S Fkln,offpeak,83464.5,0.41,0.06,0.965
2020-09,B DIVISION,S Fkln,peak,66381,0.41,0.07,0.963
2020-09,B DIVISION,S Rock,offpeak,39757.2,0.45,-0.44,0.929
2020-09,B DIVISION,S Rock,peak,20378.4,0.6,-0.95,0.93
2020-09,B DIVISION,W,offpeak,323943.7,1.23,0.05,0.871
2020-09,B DIVISION,W,peak,352710.3,1.05,-0.12,0.895
2020-08,A DIVISION,1,offpeak,1370462.9,0.94,0.14,0.886
2020-08,A DIVISION,1,peak,1160251.4,0.86,0.04,0.925
2020-08,A DIVISION,2,offpeak,1194827,1.6,-0.13,0.827
2020-08,A DIVISION,2,peak,1035392.3,1.62,-0.36,0.868
2020-08,A DIVISION,3,offpeak,772107.5,1.44,-0.14,0.865
2020-08,A DIVISION,3,peak,702974.8,1.36,-0.27,0.878
2020-08,A DIVISION,4,offpeak,1552149.2,1.68,-0.21,0.846
2020-08,A DIVISION,4,peak,1376142.6,1.11,-0.61,0.876
2020-08,A DIVISION,5,offpeak,1040139,1.67,0.09,0.837
2020-08,A DIVISION,5,peak,957914,1.28,-0.39,0.856
2020-08,A DIVISION,6,offpeak,1793405.8,1.14,0.2,0.875
2020-08,A DIVISION,6,peak,1695017.4,1,-0.09,0.916
2020-08,A DIVISION,7,offpeak,1446478.8,1.61,0.42,0.858
2020-08,A DIVISION,7,peak,1416035.9,2.29,0.45,0.87
2020-08,A DIVISION,S 42nd,offpeak,92204.8,0.67,0.09,0.95
2020-08,A DIVISION,S 42nd,peak,90235.2,0.31,0.06,0.997
2020-08,B DIVISION,A,offpeak,1551839.2,1.39,0.65,0.798
2020-08,B DIVISION,A,peak,1434520.7,1.41,0.06,0.848
2020-08,B DIVISION,B,offpeak,729733.6,1.72,0.63,0.809
2020-08,B DIVISION,B,peak,953570.1,1.93,0.39,0.793
2020-08,B DIVISION,C,offpeak,679450.1,0.8,0.32,0.878
2020-08,B DIVISION,C,peak,486079.5,0.72,0.1,0.872
2020-08,B DIVISION,D,offpeak,1341661.8,1.74,0.6,0.784
2020-08,B DIVISION,D,peak,1058766.9,1.45,0.22,0.815
2020-08,B DIVISION,E,offpeak,1380639,1.03,0.01,0.858
2020-08,B DIVISION,E,peak,1183539.9,0.91,-1.02,0.94
2020-08,B DIVISION,F,offpeak,1447335.6,0.99,-0.28,0.839
2020-08,B DIVISION,F,peak,1370835.3,0.45,-1.04,0.886
2020-08,B DIVISION,G,offpeak,477481.6,1.27,0.68,0.838
2020-08,B DIVISION,G,peak,461980.2,0.99,0.17,0.823
2020-08,B DIVISION,JZ,offpeak,611915.8,1.06,0.4,0.836
2020-08,B DIVISION,JZ,peak,576006.2,1.11,0.56,0.825
2020-08,B DIVISION,L,offpeak,913778.4,0.67,0.26,0.92
2020-08,B DIVISION,L,peak,804066.7,0.58,-0.27,0.97
2020-08,B DIVISION,M,offpeak,778283.4,1.69,0.07,0.805
2020-08,B DIVISION,M,peak,761811.8,1.47,-0.28,0.837
2020-08,B DIVISION,N,offpeak,889063.4,1.61,0.86,0.802
2020-08,B DIVISION,N,peak,955465.8,1.55,0.52,0.819
2020-08,B DIVISION,Q,offpeak,1156798.4,1.76,0.46,0.806
2020-08,B DIVISION,Q,peak,1094193.3,2,0.48,0.812
2020-08,B DIVISION,R,offpeak,1278618.3,1.62,-0.11,0.788
2020-08,B DIVISION,R,peak,1190890.7,1.37,-0.33,0.853
2020-08,B DIVISION,S Fkln,offpeak,83785.8,1.73,0.04,0.943
2020-08,B DIVISION,S Fkln,peak,68031.6,0.55,0.02,0.957
2020-08,B DIVISION,S Rock,offpeak,37426.1,1.97,-0.27,0.895
2020-08,B DIVISION,S Rock,peak,17713.5,2.32,-0.68,0.894
2020-08,B DIVISION,W,offpeak,305360.8,1.47,0.07,0.858
2020-08,B DIVISION,W,peak,344661.3,1.11,-0.31,0.904
2020-07,A DIVISION,1,offpeak,1091882.8,0.85,0.09,0.89
2020-07,A DIVISION,1,peak,901380.4,0.8,0.05,0.935
2020-07,A DIVISION,2,offpeak,1038313.9,1.43,-0.19,0.838
2020-07,A DIVISION,2,peak,862288.2,1.19,-0.45,0.884
2020-07,A DIVISION,3,offpeak,649537.1,1.19,-0.22,0.881
2020-07,A DIVISION,3,peak,562324.1,1.07,-0.45,0.898
2020-07,A DIVISION,4,offpeak,1395059.2,1.25,-0.36,0.858
2020-07,A DIVISION,4,peak,1173633,1.05,-0.73,0.889
2020-07,A DIVISION,5,offpeak,935763.1,1.32,-0.14,0.851
2020-07,A DIVISION,5,peak,815386.1,1.2,-0.56,0.869
2020-07,A DIVISION,6,offpeak,1527419.7,1.03,0.15,0.89
2020-07,A DIVISION,6,peak,1387564.2,0.95,-0.04,0.915
2020-07,A DIVISION,7,offpeak,1286450.2,1.08,0.2,0.871
2020-07,A DIVISION,7,peak,1243111.9,0.92,0.09,0.911
2020-07,B DIVISION,A,offpeak,1324060.2,1.23,0.61,0.804
2020-07,B DIVISION,A,peak,1196517.9,1.06,-0.08,0.861
2020-07,B DIVISION,B,offpeak,631611.8,1.53,0.48,0.808
2020-07,B DIVISION,B,peak,805616.1,1.85,0.32,0.782
2020-07,B DIVISION,C,offpeak,588401.3,0.86,0.38,0.858
2020-07,B DIVISION,C,peak,397017.2,0.79,0.04,0.865
2020-07,B DIVISION,D,offpeak,1241391.7,1.5,0.51,0.782
2020-07,B DIVISION,D,peak,957658.4,1.24,0.14,0.823
2020-07,B DIVISION,E,offpeak,1173500.2,1.04,0.21,0.844
2020-07,B DIVISION,E,peak,975600.3,0.94,-0.76,0.924
2020-07,B DIVISION,F,offpeak,1272674.6,0.98,-0.22,0.832
2020-07,B DIVISION,F,peak,1165203.5,0.64,-0.9,0.868
2020-07,B DIVISION,G,offpeak,426309.2,1.27,0.82,0.83
2020-07,B DIVISION,G,peak,416967,1.03,0.26,0.814
2020-07,B DIVISION,JZ,offpeak,577741.7,0.92,0.21,0.855
2020-07,B DIVISION,JZ,peak,535893.6,1.1,0.35,0.835
2020-07,B DIVISION,L,offpeak,823902.2,0.86,0.16,0.925
2020-07,B DIVISION,L,peak,728211,0.69,-0.2,0.962
2020-07,B DIVISION,M,offpeak,676296.6,1.43,0.06,0.814
2020-07,B DIVISION,M,peak,644827,1.54,-0.21,0.829
2020-07,B DIVISION,N,offpeak,781697.1,1.6,0.76,0.793
2020-07,B DIVISION,N,peak,801559.8,1.61,0.68,0.796
2020-07,B DIVISION,Q,offpeak,1035104.3,1.32,0.47,0.798
2020-07,B DIVISION,Q,peak,920953.9,1.45,0.41,0.801
2020-07,B DIVISION,R,offpeak,1080342.3,1.7,-0.07,0.784
2020-07,B DIVISION,R,peak,987872.2,1.51,-0.23,0.839
2020-07,B DIVISION,S Fkln,offpeak,79965.6,0.55,-0.01,0.964
2020-07,B DIVISION,S Fkln,peak,65951.6,0.41,0,0.967
2020-07,B DIVISION,S Rock,offpeak,19745,0.52,-0.27,0.916
2020-07,B DIVISION,S Rock,peak,11517,0.55,-0.68,0.913
2020-07,B DIVISION,W,offpeak,259337.8,1.63,0.08,0.863
2020-07,B DIVISION,W,peak,286157.8,1.45,-0.16,0.88
2020-06,A DIVISION,1,offpeak,853811.3,0.79,0,0.898
2020-06,A DIVISION,1,peak,719397.4,0.73,-0.05,0.941
2020-06,A DIVISION,2,offpeak,900169.6,1.37,-0.48,0.853
2020-06,A DIVISION,2,peak,754091.2,1.07,-0.83,0.9
2020-06,A DIVISION,3,offpeak,538624.6,1.21,-0.35,0.886
2020-06,A DIVISION,3,peak,469598.5,0.98,-0.75,0.914
2020-06,A DIVISION,4,offpeak,1235559.2,1.38,-0.27,0.853
2020-06,A DIVISION,4,peak,1032667.2,0.96,-0.91,0.904
2020-06,A DIVISION,5,offpeak,727388,1.51,-0.02,0.852
2020-06,A DIVISION,5,peak,643962.4,1.13,-0.66,0.887
2020-06,A DIVISION,6,offpeak,1286384.7,0.94,0.18,0.895
2020-06,A DIVISION,6,peak,1166285.1,0.89,0.06,0.91
2020-06,A DIVISION,7,offpeak,1079439.8,0.93,0.31,0.865
2020-06,A DIVISION,7,peak,1029143.3,0.93,0,0.918
2020-06,B DIVISION,A,offpeak,1015388.8,0.97,0.22,0.828
2020-06,B DIVISION,A,peak,920655.2,0.84,-0.33,0.865
2020-06,B DIVISION,B,offpeak,389740.1,1.43,0.34,0.826
2020-06,B DIVISION,B,peak,529485.5,1.6,0.15,0.806
2020-06,B DIVISION,C,offpeak,489991.2,0.73,-0.02,0.89
2020-06,B DIVISION,C,peak,357709.7,0.74,-0.27,0.878
2020-06,B DIVISION,D,offpeak,1019736.6,1.36,0.35,0.801
2020-06,B DIVISION,D,peak,812140.1,1.08,0.03,0.831
2020-06,B DIVISION,E,offpeak,921919.5,0.9,-0.12,0.859
2020-06,B DIVISION,E,peak,765675.7,0.84,-1.03,0.927
2020-06,B DIVISION,F,offpeak,970600.2,0.95,-0.43,0.853
2020-06,B DIVISION,F,peak,897696.6,0.71,-0.98,0.87
2020-06,B DIVISION,G,offpeak,328516.3,1.07,0.6,0.862
2020-06,B DIVISION,G,peak,326521.7,0.8,0.06,0.842
2020-06,B DIVISION,JZ,offpeak,458941.8,0.77,0.15,0.871
2020-06,B DIVISION,JZ,peak,443785.4,0.92,0.16,0.85
2020-06,B DIVISION,L,offpeak,634907.5,0.73,-0.04,0.857
2020-06,B DIVISION,L,peak,569434,0.31,-0.44,0.873
2020-06,B DIVISION,M,offpeak,522881.6,1.68,-0.03,0.817
2020-06,B DIVISION,M,peak,492543.8,1.4,-0.26,0.839
2020-06,B DIVISION,N,offpeak,617309.8,1.32,0.62,0.809
2020-06,B DIVISION,N,peak,639500,1.19,0.27,0.825
2020-06,B DIVISION,Q,offpeak,821150.7,1.35,0.19,0.813
2020-06,B DIVISION,Q,peak,742504.4,1.33,0.05,0.826
2020-06,B DIVISION,R,offpeak,828404,1.73,-0.1,0.785
2020-06,B DIVISION,R,peak,783813.4,1.36,-0.23,0.848
2020-06,B DIVISION,S Fkln,offpeak,64403.7,0.59,-0.01,0.95
2020-06,B DIVISION,S Fkln,peak,56074.3,0.45,-0.04,0.961
2020-06,B DIVISION,S Rock,offpeak,11599.4,0.66,-0.49,0.916
2020-06,B DIVISION,S Rock,peak,7999.4,0.91,-0.79,0.925
2020-06,B DIVISION,W,offpeak,151477.9,1.59,0.03,0.854
2020-06,B DIVISION,W,peak,171640.4,1.19,-0.34,0.899
2020-05,A DIVISION,1,offpeak,476645.4,0.59,-0.04,0.873
2020-05,A DIVISION,1,peak,372659.2,0.66,-0.12,0.87
2020-05,A DIVISION,2,offpeak,634421.1,0.77,-0.73,0.881
2020-05,A DIVISION,2,peak,527266.1,1.1,-1.22,0.903
2020-05,A DIVISION,3,offpeak,340410.5,0.53,-0.68,0.919
2020-05,A DIVISION,3,peak,271144.8,0.5,-1.03,0.929
