month,division,line,period,num_passengers,additional platform time,additional train time,customer journey time performance
2020-05,A DIVISION,4,offpeak,813229.4,0.48,-0.67,0.892
2020-05,A DIVISION,4,peak,642016.6,0.4,-1.87,0.934
2020-05,A DIVISION,5,offpeak,242693.5,0.7,0.83,0.858
2020-05,A DIVISION,5,peak,223130.2,1.21,0.62,0.876
2020-05,A DIVISION,6,offpeak,705460,1.07,0.32,0.838
2020-05,A DIVISION,6,peak,586171,0.68,0.01,0.859
2020-05,A DIVISION,7,offpeak,519805.2,0.29,-0.26,0.888
2020-05,A DIVISION,7,peak,425642,0.42,-1.33,0.961
2020-05,B DIVISION,A,offpeak,541768.2,0.87,-0.15,0.842
2020-05,B DIVISION,A,peak,444821.8,0.54,-0.57,0.854
2020-05,B DIVISION,C,offpeak,335820.3,0.9,-0.19,0.906
2020-05,B DIVISION,C,peak,286309.4,0.72,-0.46,0.902
2020-05,B DIVISION,D,offpeak,600510.3,1.1,-0.23,0.822
2020-05,B DIVISION,D,peak,506311.7,0.97,-0.51,0.821
2020-05,B DIVISION,E,offpeak,345095.3,0.94,-1.67,0.878
2020-05,B DIVISION,E,peak,273454,0.58,-2.21,0.853
2020-05,B DIVISION,F,offpeak,495129.4,0.9,-0.49,0.855
2020-05,B DIVISION,F,peak,415317.2,0.34,-1.15,0.872
2020-05,B DIVISION,G,offpeak,178672,0.45,0.4,0.903
2020-05,B DIVISION,G,peak,173990,0.22,-0.31,0.868
2020-05,B DIVISION,JZ,offpeak,287218,0.65,0.34,0.88
2020-05,B DIVISION,JZ,peak,245738,0.6,-0.17,0.849
2020-05,B DIVISION,L,offpeak,302312,0.54,-0.2,0.86
2020-05,B DIVISION,L,peak,267786,0.66,-0.45,0.836
2020-05,B DIVISION,M,offpeak,194139,0.51,-0.31,0.875
2020-05,B DIVISION,M,peak,192076.4,0.6,-0.32,0.855
2020-05,B DIVISION,N,offpeak,335010.1,0.6,-0.06,0.85
2020-05,B DIVISION,N,peak,282884.1,0.46,-0.26,0.843
2020-05,B DIVISION,Q,offpeak,490183.9,0.48,-0.31,0.865
2020-05,B DIVISION,Q,peak,407817.2,0.42,-0.65,0.896
2020-05,B DIVISION,R,offpeak,445042.9,0.85,-0.27,0.834
2020-05,B DIVISION,R,peak,382415,0.55,-0.44,0.833
2020-05,B DIVISION,S Fkln,offpeak,34566,0.25,0.06,0.978
2020-05,B DIVISION,S Fkln,peak,32314,0.66,0.06,0.969
2020-05,B DIVISION,S Rock,offpeak,6306,0.91,-0.83,0.946
2020-05,B DIVISION,S Rock,peak,4346,-0.39,-1.12,0.978
2020-04,A DIVISION,1,offpeak,269764.4,0.54,-0.05,0.886
2020-04,A DIVISION,1,peak,221999.6,0.48,-0.08,0.884
2020-04,A DIVISION,2,offpeak,387966,0.97,-0.58,0.845
2020-04,A DIVISION,2,peak,320143.8,0.94,-1.36,0.863
2020-04,A DIVISION,3,offpeak,161040.3,0.53,-0.54,0.883
2020-04,A DIVISION,3,peak,134410.7,0.4,-1.33,0.885
2020-04,A DIVISION,4,offpeak,457296.5,0.59,-0.63,0.867
2020-04,A DIVISION,4,peak,354076.4,0.6,-1.65,0.88
2020-04,A DIVISION,5,offpeak,146765.9,0.72,0.46,0.883
2020-04,A DIVISION,5,peak,141164.8,0.24,0.26,0.909
2020-04,A DIVISION,6,offpeak,415697.6,0.77,-0.04,0.829
2020-04,A DIVISION,6,peak,354202,0.66,-0.38,0.843
2020-04,A DIVISION,7,offpeak,256625.2,1.32,-0.75,0.823
2020-04,A DIVISION,7,peak,218088,1.5,-1.4,0.861
2020-04,B DIVISION,A,offpeak,277014.1,0.81,0.26,0.833
2020-04,B DIVISION,A,peak,237796,0.52,-0.3,0.854
2020-04,B DIVISION,D,offpeak,340215.5,1.37,-0.68,0.807
2020-04,B DIVISION,D,peak,288882.7,1.34,-0.91,0.803
2020-04,B DIVISION,E,offpeak,197834.7,0.89,-1.54,0.853
2020-04,B DIVISION,E,peak,162943.9,1.33,-1.62,0.826
2020-04,B DIVISION,F,offpeak,257912.9,0.84,-0.55,0.851
2020-04,B DIVISION,F,peak,222125.4,0.89,-1.07,0.845
2020-04,B DIVISION,G,offpeak,92735.8,1.85,0.62,0.757
2020-04,B DIVISION,G,peak,89729.9,1.81,0.01,0.757
2020-04,B DIVISION,JZ,offpeak,161913,3.51,0.34,0.737
2020-04,B DIVISION,JZ,peak,145536,2.75,-0.14,0.735
2020-04,B DIVISION,L,offpeak,169073.6,0.54,-0.09,0.866
2020-04,B DIVISION,L,peak,145291.9,0.75,-0.37,0.839
2020-04,B DIVISION,M,offpeak,118117,2.99,-0.17,0.778
2020-04,B DIVISION,M,peak,110590.6,2.7,-0.29,0.771
2020-04,B DIVISION,N,offpeak,171056.4,1.49,0.26,0.765
2020-04,B DIVISION,N,peak,154539.4,1.79,-0.11,0.755
2020-04,B DIVISION,Q,offpeak,286264.1,1.06,-0.21,0.821
2020-04,B DIVISION,Q,peak,245803.5,0.94,-0.55,0.81
2020-04,B DIVISION,R,offpeak,251105.6,1.89,-0.45,0.772
2020-04,B DIVISION,R,peak,224360.6,1.97,-0.51,0.749
2020-04,B DIVISION,S Fkln,offpeak,19992.7,0.53,-0.08,0.968
2020-04,B DIVISION,S Fkln,peak,16789.5,0.22,-0.05,0.98
2020-04,B DIVISION,S Rock,offpeak,3523,0.13,-1.08,0.968
2020-04,B DIVISION,S Rock,peak,3017.3,0.59,-1.01,0.94
2020-03,A DIVISION,1,offpeak,2885764.1,0.81,0.34,0.896
2020-03,A DIVISION,1,peak,3418110.1,0.77,0.35,0.93
2020-03,A DIVISION,2,offpeak,2051564.4,1.28,0.47,0.835
2020-03,A DIVISION,2,peak,2405804.8,0.86,-0.25,0.91
2020-03,A DIVISION,3,offpeak,1414664.9,0.92,-0.06,0.902
2020-03,A DIVISION,3,peak,1756788,0.68,-0.36,0.936
2020-03,A DIVISION,4,offpeak,2447037.7,1.25,0.34,0.851
2020-03,A DIVISION,4,peak,2711445.2,0.75,-0.15,0.915
2020-03,A DIVISION,5,offpeak,1728199.7,1.22,0.73,0.832
2020-03,A DIVISION,5,peak,2158054.5,0.74,-0.19,0.909
2020-03,A DIVISION,6,offpeak,3359436.8,0.99,0.33,0.902
2020-03,A DIVISION,6,peak,3852017.8,0.94,0.46,0.908
2020-03,A DIVISION,7,offpeak,2176622.3,0.9,0.47,0.868
2020-03,A DIVISION,7,peak,2668759.7,0.77,0.38,0.909
2020-03,A DIVISION,S 42nd,offpeak,380548,0.37,0.19,0.977
2020-03,A DIVISION,S 42nd,peak,616435,0.56,0.19,0.976
2020-03,B DIVISION,A,offpeak,2408582.2,1.15,1.04,0.803
2020-03,B DIVISION,A,peak,3106963.9,1.01,0.79,0.85
2020-03,B DIVISION,B,offpeak,1275955.7,1.42,0.91,0.799
2020-03,B DIVISION,B,peak,2059485.7,1.37,1.21,0.784
2020-03,B DIVISION,C,offpeak,1588262.6,1.45,0.51,0.841
2020-03,B DIVISION,C,peak,1570772.3,1.44,0.53,0.841
2020-03,B DIVISION,D,offpeak,2034427.9,1.42,0.97,0.782
2020-03,B DIVISION,D,peak,1987669.1,1.19,1.09,0.817
2020-03,B DIVISION,E,offpeak,2307900.7,1.29,0.54,0.838
2020-03,B DIVISION,E,peak,2784042.3,1.74,0.38,0.87
2020-03,B DIVISION,F,offpeak,2512776.6,1.33,0.15,0.837
2020-03,B DIVISION,F,peak,3154626,1.04,0,0.884
2020-03,B DIVISION,G,offpeak,805681.7,1.8,1.24,0.817
2020-03,B DIVISION,G,peak,1011582,1.04,0.97,0.844
2020-03,B DIVISION,JZ,offpeak,957096.8,1.27,0.75,0.834
2020-03,B DIVISION,JZ,peak,1162150.1,1.03,0.76,0.839
2020-03,B DIVISION,L,offpeak,1642148,1.16,0.24,0.901
2020-03,B DIVISION,L,peak,1959553,2.01,0.52,0.877
2020-03,B DIVISION,M,offpeak,1397018.9,1.64,0.18,0.81
2020-03,B DIVISION,M,peak,1656055.3,1.73,0.24,0.83
2020-03,B DIVISION,N,offpeak,1352834.6,1.18,0.8,0.834
2020-03,B DIVISION,N,peak,1749629,1.3,1.16,0.812
2020-03,B DIVISION,Q,offpeak,2012994,1.22,0.45,0.817
2020-03,B DIVISION,Q,peak,2478290.4,1.21,0.91,0.81
2020-03,B DIVISION,R,offpeak,2255652.8,1.54,-0.08,0.801
2020-03,B DIVISION,R,peak,2811878.2,1.33,-0.07,0.848
2020-03,B DIVISION,S Fkln,offpeak,117431.8,0.47,0.01,0.966
2020-03,B DIVISION,S Fkln,peak,123358.6,0.4,0.03,0.973
2020-03,B DIVISION,S Rock,offpeak,16880,0.65,-0.4,0.915
2020-03,B DIVISION,S Rock,peak,12275,0.54,-0.5,0.926
2020-03,B DIVISION,W,offpeak,803252.4,0.85,0.32,0.889
2020-03,B DIVISION,W,peak,1105031.9,0.84,0.45,0.896
2020-02,A DIVISION,1,offpeak,5373214.1,0.87,0.51,0.891
2020-02,A DIVISION,1,peak,6278428.7,0.99,0.63,0.894
2020-02,A DIVISION,2,offpeak,3760906.8,1.17,0.06,0.854
2020-02,A DIVISION,2,peak,4308833.3,1,0.2,0.883
2020-02,A DIVISION,3,offpeak,2736276.9,0.98,0.08,0.894
2020-02,A DIVISION,3,peak,3309668.4,0.86,0.06,0.91
2020-02,A DIVISION,4,offpeak,4400065.8,1.12,0.35,0.846
2020-02,A DIVISION,4,peak,4911755.8,0.91,0.41,0.872
2020-02,A DIVISION,5,offpeak,3284252.8,1.15,0.44,0.855
2020-02,A DIVISION,5,peak,3955486.9,0.95,0.4,0.869
2020-02,A DIVISION,6,offpeak,6055738.9,0.99,0.47,0.887
2020-02,A DIVISION,6,peak,6951054.5,1.08,0.75,0.881
2020-02,A DIVISION,7,offpeak,4660834.5,0.85,0.4,0.88
2020-02,A DIVISION,7,peak,5433598.1,0.83,0.51,0.906
2020-02,A DIVISION,S 42nd,offpeak,733487.6,0.37,0.17,0.976
2020-02,A DIVISION,S 42nd,peak,1175607.9,0.49,0.15,0.992
2020-02,B DIVISION,A,offpeak,4438575.7,1.12,1.03,0.812
2020-02,B DIVISION,A,peak,5588659.3,1.11,1.04,0.825
2020-02,B DIVISION,B,offpeak,2421785.4,1.55,1.13,0.789
2020-02,B DIVISION,B,peak,3733763.5,1.55,1.49,0.761
2020-02,B DIVISION,C,offpeak,2966022.7,1.53,0.54,0.836
2020-02,B DIVISION,C,peak,2828396.4,1.57,0.68,0.822
2020-02,B DIVISION,D,offpeak,3856743.6,1.62,1.03,0.775
2020-02,B DIVISION,D,peak,3624367.2,1.35,1.34,0.794
2020-02,B DIVISION,E,offpeak,4280335.3,1.07,0.9,0.826
2020-02,B DIVISION,E,peak,5132278.1,0.91,0.64,0.862
2020-02,B DIVISION,F,offpeak,4760044.3,1.37,0.31,0.825
2020-02,B DIVISION,F,peak,5783627.8,1.11,0.37,0.857
2020-02,B DIVISION,G,offpeak,1526923.2,1.2,1.24,0.815
2020-02,B DIVISION,G,peak,1825258.3,1.37,1.14,0.802
2020-02,B DIVISION,JZ,offpeak,1697646.6,1.09,0.68,0.85
2020-02,B DIVISION,JZ,peak,2016504.1,1.21,1.07,0.807
2020-02,B DIVISION,L,offpeak,3088705.6,1.22,0.31,0.885
2020-02,B DIVISION,L,peak,3579573.4,1.15,0.43,0.91
2020-02,B DIVISION,M,offpeak,2559155.5,1.7,0.26,0.809
2020-02,B DIVISION,M,peak,2952405.1,1.66,0.55,0.81
2020-02,B DIVISION,N,offpeak,2612560.6,1.26,1.05,0.815
2020-02,B DIVISION,N,peak,3237606.3,1.28,1.34,0.807
2020-02,B DIVISION,Q,offpeak,3796841.6,1.33,0.51,0.808
2020-02,B DIVISION,Q,peak,4534458.9,1.36,0.9,0.806
2020-02,B DIVISION,R,offpeak,4202556.6,1.44,0.15,0.817
2020-02,B DIVISION,R,peak,5107763.2,1.38,0.19,0.839
2020-02,B DIVISION,S Fkln,offpeak,244825.5,0.48,0.03,0.959
2020-02,B DIVISION,S Fkln,peak,230375,0.69,0.05,0.951
2020-02,B DIVISION,S Rock,offpeak,28954.1,0.33,-0.45,0.946
2020-02,B DIVISION,S Rock,peak,21059.6,0.33,-0.47,0.939
2020-02,B DIVISION,W,offpeak,1469594.1,1.09,0.38,0.883
2020-02,B DIVISION,W,peak,2035917,0.77,0.54,0.897
2020-01,A DIVISION,1,offpeak,7175651.1,1.88,0.76,0.878
2020-01,A DIVISION,1,peak,7976981.6,1.61,0.69,0.887
2020-01,A DIVISION,2,offpeak,4897338.4,1.81,0.27,0.843
2020-01,A DIVISION,2,peak,5525236,1.54,0.2,0.873
2020-01,A DIVISION,3,offpeak,3501265.7,1.55,0.29,0.885
2020-01,A DIVISION,3,peak,4155656.2,1.36,0.08,0.897
2020-01,A DIVISION,4,offpeak,5743315,1.03,0.23,0.862
2020-01,A DIVISION,4,peak,6174263,0.84,0.42,0.878
2020-01,A DIVISION,5,offpeak,4123539.9,1.05,0.21,0.875
2020-01,A DIVISION,5,peak,4909919.2,0.88,0.43,0.873
2020-01,A DIVISION,6,offpeak,8129224.2,0.84,0.29,0.912
2020-01,A DIVISION,6,peak,8923406,0.94,0.67,0.9
2020-01,A DIVISION,7,offpeak,5921383.1,0.88,0.3,0.883
2020-01,A DIVISION,7,peak,6856435.5,1.29,0.47,0.891
2020-01,A DIVISION,S 42nd,offpeak,1000891.5,0.37,0.16,0.979
2020-01,A DIVISION,S 42nd,peak,1522413.3,1.91,0.15,0.961
2020-01,B DIVISION,A,offpeak,5739555.4,1.25,1.2,0.799
2020-01,B DIVISION,A,peak,6999668.9,1.16,1.12,0.818
2020-01,B DIVISION,B,offpeak,3180133.4,1.46,1.1,0.794
2020-01,B DIVISION,B,peak,4745745.5,1.6,1.58,0.768
2020-01,B DIVISION,C,offpeak,3900902.6,1.55,0.69,0.836
2020-01,B DIVISION,C,peak,3588966,1.51,0.78,0.823
2020-01,B DIVISION,D,offpeak,4884651.1,1.58,1.19,0.768
2020-01,B DIVISION,D,peak,4617166.9,1.37,1.33,0.796
2020-01,B DIVISION,E,offpeak,5522625.1,1.13,1.04,0.813
2020-01,B DIVISION,E,peak,6509664.1,1.17,1.06,0.843
2020-01,B DIVISION,F,offpeak,6169953.8,1.34,0.45,0.823
2020-01,B DIVISION,F,peak,7360722.3,1.31,0.84,0.838
2020-01,B DIVISION,G,offpeak,1929463.6,1.11,1.11,0.839
2020-01,B DIVISION,G,peak,2275602.6,1.29,1.02,0.839
2020-01,B DIVISION,JZ,offpeak,2133544.7,1.26,0.64,0.832
2020-01,B DIVISION,JZ,peak,2579981.9,1.27,1.11,0.798
2020-01,B DIVISION,L,offpeak,4062220.1,0.98,0.38,0.883
2020-01,B DIVISION,L,peak,4472036.8,0.82,0.23,0.938
2020-01,B DIVISION,M,offpeak,3320207.6,1.74,0.32,0.805
2020-01,B DIVISION,M,peak,3803467.6,1.86,0.72,0.804
2020-01,B DIVISION,N,offpeak,3485622,1.23,0.9,0.816
2020-01,B DIVISION,N,peak,4061749,1.2,1.22,0.815
2020-01,B DIVISION,Q,offpeak,4883942.4,1.12,0.42,0.823
2020-01,B DIVISION,Q,peak,5626048.9,1.17,0.86,0.815
2020-01,B DIVISION,R,offpeak,5353878.5,1.38,0.24,0.825
2020-01,B DIVISION,R,peak,6488168.6,1.42,0.32,0.84
2020-01,B DIVISION,S Fkln,offpeak,295818.6,0.53,0.04,0.958
2020-01,B DIVISION,S Fkln,peak,301118.4,0.44,0.03,0.965
2020-01,B DIVISION,S Rock,offpeak,38152.4,0.68,-0.43,0.935
2020-01,B DIVISION,S Rock,peak,30047.6,0.84,-0.32,0.906
2020-01,B DIVISION,W,offpeak,1900154.1,1.05,0.38,0.874
2020-01,B DIVISION,W,peak,2594934.3,0.8,0.6,0.894
2019-12,A DIVISION,1,offpeak,7039445.3,0.94,0.61,0.883
2019-12,A DIVISION,1,peak,7831882.4,1.01,0.61,0.888
2019-12,A DIVISION,2,offpeak,4733584,1.42,0.27,0.845
2019-12,A DIVISION,2,peak,5349592.2,1.32,0.26,0.867
2019-12,A DIVISION,3,offpeak,3443150,1.09,0.2,0.89
2019-12,A DIVISION,3,peak,4018043.9,1.11,0.06,0.898
2019-12,A DIVISION,4,offpeak,5493880,1.1,0.46,0.847
2019-12,A DIVISION,4,peak,5816659.9,0.87,0.43,0.872
2019-12,A DIVISION,5,offpeak,3967854.3,1.13,0.27,0.865
2019-12,A DIVISION,5,peak,4653058,0.99,0.41,0.864
2019-12,A DIVISION,6,offpeak,7613265.8,0.88,0.42,0.899
2019-12,A DIVISION,6,peak,8456639.4,1.11,0.81,0.869
2019-12,A DIVISION,7,offpeak,5604291.3,1.07,0.52,0.89
2019-12,A DIVISION,7,peak,6604329.5,1.12,0.82,0.879
2019-12,A DIVISION,S 42nd,offpeak,977184.6,0.46,0.18,0.976
2019-12,A DIVISION,S 42nd,peak,1423333.8,1.21,0.18,0.936
2019-12,B DIVISION,A,offpeak,5462536.3,1.29,1.48,0.775
2019-12,B DIVISION,A,peak,6732039.4,1.37,1.42,0.799
2019-12,B DIVISION,B,offpeak,2887896.9,1.59,1.36,0.767
2019-12,B DIVISION,B,peak,4408173.8,1.85,1.51,0.739
2019-12,B DIVISION,C,offpeak,3665446.5,1.57,0.72,0.814
2019-12,B DIVISION,C,peak,3441252.7,1.82,0.82,0.802
2019-12,B DIVISION,D,offpeak,4557242.9,1.61,1.33,0.747
2019-12,B DIVISION,D,peak,4304371.9,1.36,1.49,0.768
2019-12,B DIVISION,E,offpeak,5394263.2,1.3,1,0.815
2019-12,B DIVISION,E,peak,6251843.3,1.02,1.16,0.826
2019-12,B DIVISION,F,offpeak,6001838.7,1.48,0.6,0.805
2019-12,B DIVISION,F,peak,6987242.5,1.26,0.77,0.822
2019-12,B DIVISION,G,offpeak,1825286.4,1.45,1.33,0.802
2019-12,B DIVISION,G,peak,2165282.7,1.3,1.11,0.797
2019-12,B DIVISION,JZ,offpeak,2170870.1,1.15,0.93,0.816
2019-12,B DIVISION,JZ,peak,2494339.2,1.2,1.16,0.788
2019-12,B DIVISION,L,offpeak,3710111.3,0.82,0.29,0.895
2019-12,B DIVISION,L,peak,4153453.5,0.75,0.23,0.939
2019-12,B DIVISION,M,offpeak,3232740.5,1.18,0.45,0.829
2019-12,B DIVISION,M,peak,3681184.9,1.37,0.68,0.815
2019-12,B DIVISION,N,offpeak,2939345,1.15,0.66,0.841
2019-12,B DIVISION,N,peak,3595732.2,1.18,0.79,0.835
2019-12,B DIVISION,Q,offpeak,4689076,1.25,0.55,0.804
2019-12,B DIVISION,Q,peak,5374766.3,1.37,0.81,0.801
2019-12,B DIVISION,R,offpeak,5236041.1,1.31,0.28,0.821
2019-12,B DIVISION,R,peak,6112061.7,1.23,0.29,0.842
2019-12,B DIVISION,S Fkln,offpeak,302089.2,0.43,0.05,0.966
2019-12,B DIVISION,S Fkln,peak,297168.9,0.43,0.05,0.971
2019-12,B DIVISION,S Rock,offpeak,36401.4,0.53,-0.33,0.924
2019-12,B DIVISION,S Rock,peak,28875,0.9,-0.1,0.9
2019-12,B DIVISION,W,offpeak,1967188.8,1.02,0.48,0.874
2019-12,B DIVISION,W,peak,2495767.1,0.86,0.56,0.885
2019-11,A DIVISION,1,offpeak,6611032.4,0.91,0.7,0.881
2019-11,A DIVISION,1,peak,7582844.6,0.97,0.68,0.894
2019-11,A DIVISION,2,offpeak,4378417.9,1.17,0.17,0.854
2019-11,A DIVISION,2,peak,5044858.8,0.89,0.19,0.893
2019-11,A DIVISION,3,offpeak,3170841.5,0.84,0.09,0.907
2019-11,A DIVISION,3,peak,3841440.7,0.72,0.05,0.924
2019-11,A DIVISION,4,offpeak,5187668,1.08,0.54,0.847
2019-11,A DIVISION,4,peak,5618631.8,0.96,0.67,0.854
2019-11,A DIVISION,5,offpeak,3780466.7,1.17,0.43,0.855
2019-11,A DIVISION,5,peak,4477138.8,1.03,0.56,0.856
2019-11,A DIVISION,6,offpeak,7248626.6,0.96,0.43,0.906
2019-11,A DIVISION,6,peak,8218663.4,1.34,0.97,0.855
2019-11,A DIVISION,7,offpeak,5324510.2,0.83,0.38,0.884
2019-11,A DIVISION,7,peak,6416036.8,0.79,0.39,0.912
2019-11,A DIVISION,S 42nd,offpeak,956304,1.25,0.22,0.934
2019-11,A DIVISION,S 42nd,peak,1485374,1.79,0.21,0.902
2019-11,B DIVISION,A,offpeak,5161719.2,1.2,1.47,0.77
2019-11,B DIVISION,A,peak,6382796.7,1.14,1.27,0.808
2019-11,B DIVISION,B,offpeak,2671628,1.96,1.43,0.74
2019-11,B DIVISION,B,peak,4224519.8,1.96,1.56,0.736
2019-11,B DIVISION,C,offpeak,3338007.6,1.5,0.7,0.83
2019-11,B DIVISION,C,peak,3268985.2,1.56,0.8,0.816
2019-11,B DIVISION,D,offpeak,4307038.6,1.56,1.6,0.738
2019-11,B DIVISION,D,peak,4113295.9,1.25,1.48,0.779
2019-11,B DIVISION,E,offpeak,5126963.2,1.05,0.81,0.831
2019-11,B DIVISION,E,peak,6056090.6,1.11,0.8,0.852
2019-11,B DIVISION,F,offpeak,5521434,1.36,0.57,0.812
2019-11,B DIVISION,F,peak,6539880.3,1.15,0.64,0.84
2019-11,B DIVISION,G,offpeak,1646634.7,1.07,1.22,0.834
2019-11,B DIVISION,G,peak,1966434.4,1.19,1.15,0.823
2019-11,B DIVISION,JZ,offpeak,1994492.1,1.13,0.83,0.834
2019-11,B DIVISION,JZ,peak,2322223.4,1.2,1.13,0.802
2019-11,B DIVISION,L,offpeak,3442715,0.77,0.24,0.908
2019-11,B DIVISION,L,peak,4019550,0.76,0.19,0.945
2019-11,B DIVISION,M,offpeak,3037997.7,1.55,0.36,0.821
2019-11,B DIVISION,M,peak,3517053.4,1.34,0.71,0.818
2019-11,B DIVISION,N,offpeak,2717230.1,1.12,0.46,0.85
2019-11,B DIVISION,N,peak,3413825.6,1.12,0.56,0.848
2019-11,B DIVISION,Q,offpeak,4412552.2,1.56,1.02,0.758
2019-11,B DIVISION,Q,peak,5193926.2,1.89,1.26,0.764
2019-11,B DIVISION,R,offpeak,4744604.4,1.19,0.21,0.834
2019-11,B DIVISION,R,peak,5846053,1.17,0.28,0.856
2019-11,B DIVISION,S Fkln,offpeak,267932.8,0.62,0.11,0.955
2019-11,B DIVISION,S Fkln,peak,263510,0.56,0.11,0.95
2019-11,B DIVISION,S Rock,offpeak,32390.2,1.05,-0.02,0.91
2019-11,B DIVISION,S Rock,peak,28066.8,0.71,-0.14,0.921
2019-11,B DIVISION,W,offpeak,1780835.9,0.95,0.32,0.886
2019-11,B DIVISION,W,peak,2384233.7,0.8,0.47,0.898
2019-10,A DIVISION,1,offpeak,7619665,0.85,0.56,0.9
2019-10,A DIVISION,1,peak,8339411.6,0.9,0.68,0.902
2019-10,A DIVISION,2,offpeak,5390379.3,1.11,0.32,0.849
2019-10,A DIVISION,2,peak,5902927.1,0.98,0.28,0.886
2019-10,A DIVISION,3,offpeak,3638739.2,0.87,0.19,0.898
2019-10,A DIVISION,3,peak,4425622.3,0.74,0.1,0.916
2019-10,A DIVISION,4,offpeak,6356567,1.03,0.47,0.854
2019-10,A DIVISION,4,peak,6788569.6,1.15,0.68,0.859
2019-10,A DIVISION,5,offpeak,4456762.9,1.2,0.43,0.855
2019-10,A DIVISION,5,peak,5263339.6,1.05,0.52,0.866
2019-10,A DIVISION,6,offpeak,8421210.2,0.99,0.47,0.894
2019-10,A DIVISION,6,peak,9341843.7,1.19,0.92,0.86
2019-10,A DIVISION,7,offpeak,6350477.2,1.47,0.61,0.859
2019-10,A DIVISION,7,peak,7252760.1,1.68,0.74,0.873
2019-10,A DIVISION,S 42nd,offpeak,1017296.9,0.45,0.22,0.977
2019-10,A DIVISION,S 42nd,peak,1528080.9,1.03,0.2,0.953
2019-10,B DIVISION,A,offpeak,6213004.6,1.3,1.57,0.766
2019-10,B DIVISION,A,peak,7483292.5,1.38,1.54,0.798
2019-10,B DIVISION,B,offpeak,3289608.7,1.76,1.4,0.75
2019-10,B DIVISION,B,peak,5098443.1,1.6,1.66,0.742
2019-10,B DIVISION,C,offpeak,4082478.1,1.59,0.8,0.812
2019-10,B DIVISION,C,peak,3748558.1,1.69,0.9,0.818
2019-10,B DIVISION,D,offpeak,5302405.3,1.56,1.59,0.739
2019-10,B DIVISION,D,peak,4805736.4,1.25,1.6,0.778
2019-10,B DIVISION,E,offpeak,5878565.5,1.13,0.86,0.83
2019-10,B DIVISION,E,peak,6760470.2,0.94,0.7,0.864
2019-10,B DIVISION,F,offpeak,6581947.5,1.38,0.57,0.81
2019-10,B DIVISION,F,peak,7629326.6,1.36,0.74,0.821
2019-10,B DIVISION,G,offpeak,2038449.8,1.05,1.18,0.841
2019-10,B DIVISION,G,peak,2353709.9,1.19,1.21,0.825
2019-10,B DIVISION,JZ,offpeak,2498906.1,1.11,0.78,0.841
2019-10,B DIVISION,JZ,peak,2797218.3,1.12,1.09,0.808
2019-10,B DIVISION,L,offpeak,4184853.3,0.83,0.29,0.897
2019-10,B DIVISION,L,peak,4651501.6,0.67,0.22,0.951
2019-10,B DIVISION,M,offpeak,3595800.9,1.34,0.4,0.83
2019-10,B DIVISION,M,peak,4035090,1.31,0.68,0.826
2019-10,B DIVISION,N,offpeak,3148831.6,1.12,0.91,0.841
2019-10,B DIVISION,N,peak,3899180.1,1.12,0.62,0.847
2019-10,B DIVISION,Q,offpeak,5174305.2,1.52,0.86,0.784
2019-10,B DIVISION,Q,peak,5991825.5,1.32,1.04,0.785
2019-10,B DIVISION,R,offpeak,5699701.7,1.12,0.23,0.841
2019-10,B DIVISION,R,peak,6704801.1,1.1,0.21,0.859
2019-10,B DIVISION,S Fkln,offpeak,328254.3,0.57,0.12,0.952
2019-10,B DIVISION,S Fkln,peak,315443.6,0.38,0.1,0.957
2019-10,B DIVISION,S Rock,offpeak,24608,0.57,-0.07,0.933
2019-10,B DIVISION,S Rock,peak,28385.7,0.67,-0.46,0.934
2019-10,B DIVISION,W,offpeak,2140080.9,0.83,0.32,0.894
2019-10,B DIVISION,W,peak,2716626.7,0.77,0.38,0.902
2019-09,A DIVISION,1,offpeak,5960130.3,0.82,0.55,0.903
2019-09,A DIVISION,1,peak,6210653.7,0.83,0.57,0.919
2019-09,A DIVISION,2,offpeak,4019610.8,1.11,0.26,0.856
2019-09,A DIVISION,2,peak,4255203,0.87,0.21,0.897
2019-09,A DIVISION,3,offpeak,2924470.1,0.86,0.16,0.902
2019-09,A DIVISION,3,peak,3312254.7,0.71,0.06,0.924
2019-09,A DIVISION,4,offpeak,5013539.3,1,0.45,0.858
2019-09,A DIVISION,4,peak,5039734,1.11,0.78,0.849
2019-09,A DIVISION,5,offpeak,3457912.3,1.2,0.41,0.853
2019-09,A DIVISION,5,peak,3839850,0.93,0.63,0.858
2019-09,A DIVISION,6,offpeak,6104882.2,1.06,0.5,0.886
2019-09,A DIVISION,6,peak,6496134.6,1.12,0.79,0.874
2019-09,A DIVISION,7,offpeak,5173630,0.75,0.25,0.905
2019-09,A DIVISION,7,peak,5601468,0.72,0.12,0.934
2019-09,A DIVISION,S 42nd,offpeak,841044.5,0.43,0.15,0.974
2019-09,A DIVISION,S 42nd,peak,1201169.8,0.46,0.15,0.99
2019-09,B DIVISION,A,offpeak,5026513.2,1.19,1.57,0.772
2019-09,B DIVISION,A,peak,5692849,1.08,1.42,0.807
2019-09,B DIVISION,B,offpeak,2696920.1,1.65,1.24,0.769
2019-09,B DIVISION,B,peak,3876500.5,1.42,1.44,0.766
2019-09,B DIVISION,C,offpeak,3316869.5,1.55,0.82,0.81
2019-09,B DIVISION,C,peak,2813311.6,1.51,0.87,0.816
